householdid,settlement,kkcode,primaryinterviewer,secondaryinterviewer,fieldcoordinator,yearmonitoring,interviewdate,interviewstart,interviewend,interviewlength,surveyversionnumber,usualfish,householdsize,yearsresident,primarymarketname,secondarymarketname,timemarket,timesecondarymarket,paternalethnicity,maternalethnicity,religion,primarylivelihood,primarylivelihoodyear,secondarylivelihood,secondarylivelihoodyear,tertiarylivelihood,tertiarylivelihoodyear,freqfishtime,freqsalefish,percentincomefish,freqeatfish,percentproteinfish,majorfishtechnique,primaryfishtechnique,secondaryfishtechnique,tertiaryfishtechnique,lessproductivedaysfishing,poorcatch,poorcatchunits,poorcatchunitscategory,poorfishincome,poorfishincomeunits,moreproductivedaysfishing,goodcatch,goodcatchunits,goodcatchunitscategory,goodfishincome,goodfishincomeunits,economicstatustrend,economicstatusreasonl,economicstatusreason,economicadjustreasonl,economicadjustreason,assetcar,assetcarobtain,assetcaryear,assetcarassistance,assetcarassistanceother,assettruck,assettruckobtain,assettruckyear,assettruckassistance,assettruckassistanceother,assetcartruck,assetbicycle,assetbicycleobtain,assetbicycleyear,assetbicycleassistance,assetbicycleassistanceother,assetmotorcycle,assetmotorcycleobtain,assetmotorcycleyear,assetmotorcycleassistance,assetmotorcycleassistanceother,assetboatnomotor,assetboatnomotorobtain,assetboatnomotoryear,assetboatnomotorassistance,assetboatnomotorassistanceother,assetboatoutboard,assetboatoutboardobtain,assetboatoutboardyear,assetboatoutboardassistance,assetboatoutboardassistanceother,assetboatinboard,assetboatinboardobtain,assetboatinboardyear,assetboatinboardassistance,assetboatinboardassistanceother,assetlandlinephone,assetlandlinephoneobtain,assetlandlinephoneyear,assetlandlinephoneassistance,assetlandlinephoneassistanceother,assetcellphone,assetcellphoneobtain,assetcellphoneyear,assetcellphoneassistance,assetcellphoneassistanceother,assetphonecombined,assettv,assettvobtain,assettvyear,assettvassistance,assettvassistanceother,assetradio,assetradioobtain,assetradioyear,assetradioassistance,assetradioassistanceother,assetstereo,assetstereoobtain,assetstereoyear,assetstereoassistance,assetstereoassistanceother,assetcd,assetcdobtain,assetcdyear,assetcdassistance,assetcdassistanceother,assetdvd,assetdvdobtain,assetdvdyear,assetdvdassistance,assetdvdassistanceother,assetentertain,assetsatellite,assetsatelliteobtain,assetsatelliteyear,assetsatelliteassistance,assetsatelliteassistanceother,assetgenerator,assetgeneratorobtain,assetgeneratoryear,assetgeneratorassistance,assetgeneratorassistanceother,cookingfuel,householddeath,householdbirth,fsnotenough,fsdidnotlast,fsbalanceddiet,fsadultskip,fsfreqadultskip,fseatless,fshungry,fschildportion,fslowcostfood,fschildskip,fsfreqchildskip,fsnomealchild,rightsaccess,rightsharvest,rightsmanage,rightsexclude,rightstransfer,socialconflict,marinegroup,numbermarinegroup,othergroup,numberothergroup,votedistrict,votenational,numlocalthreat,numglobalthreat,numlocalaction,numglobalaction,placehappy,placefavourite,placemiss,placebest,placefishhere,placebemyself,primarylivelihoodcovid,secondarylivelihoodcovid,tertiarylivelihoodcovid,freqfishtimecovid,freqsalefishcovid,percentincomefishcovid,freqeatfishcovid,percentproteinfishcovid,majorfishtechniquecovid,poorfishincomecovid,goodfishincomecovid,fsnotenoughcovid,fsdidnotlastcovid,fsbalanceddietcovid,fseatlesscovid,fshungrycovid,fschildportioncovid,fslowcostfoodcovid,fsfreqchildskipcovid,fsnomealchildcovid,marinegroupcovid,othergroupcovid,anyotherinfo,willingparticipant,notes,dataentrycomplete,datacheckcomplete,dataentryid,datacheckid,worstdaycatch,worstdaycatchunits,bestdaycatch,bestdaycatchunits,averageincome,averageincomeunits,worstincome,worstincomeunits,bestincome,bestincomeunits,entrycomputeridentifier,entryhouseholdid,pilotreferencecode,baseline_t2_pairs
11251,253,12,113,118,90,2019,9/14/2019,7:09,7:27,0:18,8,LAUT PEROPA,,36,PASAR AMBEUA,SAMPUAWATU,1,1.25,BUTON,BUTON,2,1,993,3,993,998,993,4,1,1,5,3,1,5,998,998,40,1,ember,2,500000,IDR,200,1,ember,2,50000,IDR,3,LAPANGAN PEKERJAAN SUSAH,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,1,0,993,993,993,993,0,993,993,993,993,2,0,0,2,2,2,0,998,0,0,0,3,0,998,3,1,1,0,0,0,998,0,,0,,1,1,0,0,0,0,4,4,4,4,4,4,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,"TIDAK ADA


TERIMAKASIH",1,,TRUE,TRUE,118,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,195,,
11252,253,46,110,114,90,2019,9/14/2019,10:04,10:24,0:20,8,LAUT PEROPA,,12,PASAR BURANGA,TIDAK ADA,0.033,998,BUTON,BUTON,2,3,993,1,993,2,993,5,5,4,5,3,2,11,7,998,9,20,ekor,4,10000,IDR,90,5,996,996,400000,IDR,2,"SAYA TIDAK TAU, APA MUNGKIN IKAN YANG MULAI HABIS DAN UKURAN SEMAKIN MENGECIL.",,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,0,993,993,993,993,0,993,993,993,993,3,0,0,3,3,3,0,998,0,0,0,998,998,998,998,1,1,0,0,0,998,0,,0,,1,1,0,0,0,0,5,5,5,5,5,5,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,114,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,167,,
11253,253,50,114,110,90,2019,9/14/2019,8:44,9:12,0:28,8,LAUT LIYA,,24,PASAR SAMPOAWATU,TIDAK ADA,1,998,BUTON,BUTON,2,1,993,3,993,998,993,4,5,2,5,2,2,7,1,998,210,3,ekor,4,10000,IDR,180,3,996,996,350000,IDR,4,KARENA PENDAPATAN HASIL LAUT ADA HASIL DAN KEBUN JUGA LANCAR,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,2,993,993,993,993,2,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,1,1,993,993,993,993,0,993,993,993,993,3,0,0,3,2,2,998,998,998,998,998,998,998,998,998,1,0,1,0,0,998,1,,0,,1,1,0,0,0,0,4,4,4,3,4,4,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,110,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,165,,
11254,253,66,114,110,90,2019,9/14/2019,9:23,9:43,0:20,8,PESISIR LIYA,,15,PASAR SAMPOAWATU,TIDAK ADA,0.5,998,BUTON,BUTON,2,998,993,1,993,998,993,4,998,994,5,2,2,7,3,998,994,994,994,994,994,IDR,994,994,994,994,994,IDR,2,HASIL MELAUT BERKURANG,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,2,993,993,993,993,2,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,0,993,993,993,993,3,0,0,3,3,3,0,998,0,0,0,3,0,998,3,1,1,0,0,0,998,0,,0,,1,1,0,0,0,0,3,3,3,3,3,3,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,110,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,166,,
11255,253,86,114,110,90,2019,9/14/2019,11:44,12:00,0:16,8,LAUT PEROPA,,2,PASAR SAMPOWATU,TIDAK ADA,0.5,998,AMBON,BUTON,2,1,993,996,993,998,993,5,998,994,5,4,1,5,998,998,994,994,994,994,994,IDR,994,994,994,994,994,IDR,4,ALASANYA KARENA ADANYA USAHA JUALAN,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,2,993,993,993,993,2,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,0,993,993,993,993,3,0,0,2,3,3,0,998,0,0,998,998,998,998,998,1,1,0,0,0,998,1,,0,,1,1,0,0,0,0,4,4,4,4,4,4,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK TAU,1,,TRUE,TRUE,110,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,170,,
11256,253,104,110,114,90,2019,9/14/2019,10:32,10:50,0:18,8,BAHUA,,49,PASAR SAMPOAWATU,TIDAK ADA,0.5,998,BUTON,BUTON,2,3,993,996,993,998,993,5,5,2,5,2,2,7,3,998,90,2,ember,2,10000,IDR,90,3,ember,2,50000,IDR,4,KEPALA KELUARGA SELALU MENJUAL BATU HASIL KERJANYA,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,2,993,993,993,993,2,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,0,993,993,993,993,3,0,0,1,1,2,1,2,1,0,0,2,0,998,3,1,1,0,0,0,998,0,,0,,1,1,0,0,0,0,3,3,3,4,3,3,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,114,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,168,,
11257,253,117,110,114,90,2019,9/14/2019,11:05,11:25,0:20,8,BAHUA,,21,PASAR SAMPOAWATU,TIDAK ADA,0.417,998,BUTON,BUTON,2,3,993,998,993,998,993,5,5,2,5,2,2,7,998,998,90,1,ember,2,100000,IDR,180,1,996,996,300000,IDR,2,"TIDAK TAU, APAKAH DARI CUACA ATAU KURANGNYA IKAN,!",,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,2,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,4,993,993,993,993,4,995,993,993,993,993,0,993,993,993,993,2,993,993,993,993,0,993,993,993,993,0,993,993,993,993,2,1,993,993,993,993,0,993,993,993,993,2,0,0,2,2,1,0,998,0,0,0,2,0,998,3,0,0,0,0,0,998,0,,0,,1,1,0,0,0,0,5,5,5,5,5,5,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,114,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,169,,
11258,253,119,113,118,90,2019,9/14/2019,9:21,9:31,0:10,8,TIDAK ADA,,52,PASAR AMBEUA,TIDAK ADA,1.333,998,BUTON,BUTON,2,1,993,998,993,998,993,1,998,994,5,3,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,3,PEKERJAAN YANG SUSAH,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,0,993,993,993,993,3,0,0,3,3,2,0,998,0,0,0,3,0,998,3,0,0,0,0,0,998,0,,0,,1,1,0,0,0,0,998,998,998,998,998,998,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,118,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,193,,
11259,253,176,113,118,90,2019,9/14/2019,8:00,8:10,0:10,8,TIDAK ADA,,83,TIDAK BISA LAGI KEPASAR,TIDAK ADA,0,998,BUTON,BUTON,2,998,993,998,993,998,993,1,998,994,1,2,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,1,TIDAK LAGI BEKERJA. MAKAN PUN DIKASIH WARGA MASYARAKAT ATAU KELUARGA .,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,2,0,0,3,3,2,0,998,0,0,0,3,0,998,3,0,0,0,0,0,998,0,,0,,1,1,0,0,0,0,998,998,998,998,998,998,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,118,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,196,,
11260,253,179,118,113,90,2019,9/14/2019,9:00,9:11,0:11,8,TIDAK ADA,,50,TIDAK ADA,TIDAK ADA,0,998,BUTON,BUTON,2,1,993,998,993,998,993,1,998,994,5,2,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,3,KARENA  SUAMI SUDAH LAMA MENINGGAL DAN SAYA HANYA MENCARI UANG SENDIRI YANG HANYA SEBERAPA.,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,3,0,0,3,3,2,0,998,0,0,0,2,0,998,3,0,0,0,0,0,998,0,,0,,1,1,1,0,0,0,998,997,997,998,998,998,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TTIDAK ADA,1,,TRUE,TRUE,113,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,192,,
11261,253,181,118,113,90,2019,9/14/2019,10:07,10:20,0:13,8,TIDAK ADA,,70,TIDAK ADA,TIDAK ADA,0,998,BUTON,BUTON,2,1,993,998,993,998,993,1,998,994,5,2,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,1,KARENA BEKERJA SENDIRI TANPA SUAMI,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,3,0,0,3,3,2,0,998,0,0,0,3,0,998,3,0,0,0,0,0,998,0,,0,,1,1,0,0,0,0,998,998,998,998,998,998,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,113,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,194,,
11262,254,49,115,117,120,2019,9/13/2019,10:12,10:27,0:15,8,PERAIRAN DARAWA,,22,SEKITARAN DARAWA,998,0.083,998,BUTON,BUTON,2,4,993,998,993,998,993,4,998,994,5,4,998,998,998,998,994,994,994,994,994,IDR,994,994,994,994,994,IDR,5,TANGGUNGAN ANAK YANG SEMENTARA KULIAH,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,3,993,993,993,993,3,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,3,0,0,3,3,2,0,998,0,0,0,3,0,998,3,1,1,0,0,0,997,0,,0,,1,1,0,0,0,0,4,4,4,4,4,4,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,117,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,142,,
11263,254,58,115,117,120,2019,9/13/2019,10:42,10:55,0:13,8,PERAIRAN DARAWA,,65,SEKITARAN DARAWA,998,0,998,BUTON,BUTON,2,4,993,998,993,998,993,5,998,994,5,4,998,998,998,998,994,994,994,994,994,IDR,994,994,994,994,994,IDR,3,KARENA PENDAPATANNYA TIDAK MENENTU (BEGITU - BEGITU SAJA),,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,2,993,993,993,993,2,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,0,993,993,993,993,2,0,0,1,1,2,0,998,0,0,0,3,0,998,3,997,1,0,0,0,3,0,,0,,1,1,0,0,0,0,4,4,4,4,4,4,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,117,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,143,,
11264,254,63,112,119,120,2019,9/13/2019,10:51,11:15,0:24,8,FULUAN TOOGE,,56,TIDAK ADA,998,0,998,BUTON,BUTON,2,4,993,998,993,998,993,4,998,994,5,2,2,7,998,998,994,994,994,994,994,IDR,994,994,994,994,994,IDR,4,PENGHASILAN BERTAMBAH,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,2,993,993,993,993,2,995,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,1,993,993,993,993,0,993,993,993,993,2,0,0,3,3,2,0,998,0,0,0,1,0,998,3,1,0,0,0,0,997,1,,0,,1,1,0,0,0,0,4,4,4,3,3,3,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,119,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,150,,
11265,254,64,112,119,120,2019,9/13/2019,7:40,9:10,1:30,8,UJU UMBU,,47,SAMPUA WATU,998,2.5,998,BUTON,BUTON,2,998,993,998,993,998,993,1,998,994,5,2,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,3,PENDAPATAN TETAP,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,2,993,993,993,993,2,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,2,0,0,1,2,1,0,998,0,0,0,1,0,998,3,1,0,0,0,0,4,0,,0,,1,1,0,0,0,0,4,4,4,3,3,3,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,119,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,147,,
11266,254,66,117,115,120,2019,9/13/2019,9:43,10:03,0:20,8,PERAIREAIN DARAWA,,15,SAMPO WATU,998,3,998,BUTON,BUTON,2,4,993,998,993,998,993,5,998,994,5,4,998,998,998,998,994,994,994,994,994,IDR,994,994,994,994,994,IDR,4,PROSES PERTUMBUHAN RUMPUT LAUT LEBIH BAGUS TAHUN KEMARIN DARI PADA TAHUN INI,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,993,993,993,993,1,993,993,993,993,0,993,993,993,993,3,993,993,993,993,3,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,1,993,993,993,993,2,0,0,3,3,3,0,998,0,0,0,3,0,998,3,1,1,0,0,0,3,1,,0,,1,1,0,0,0,0,4,4,4,4,4,4,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,MASALAH HARGA RUMPUT LAUT DI STABILKAN,1,,TRUE,TRUE,115,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,140,,
11267,254,70,112,119,120,2019,9/13/2019,7:29,7:53,0:24,8,TONUA TOLO,,56,TIDAK ADA,998,0,998,BUTON,BUTON,2,3,993,998,993,998,993,4,4,4,4,2,1,5,998,998,0,0,996,996,0,IDR,30,3,996,996,70000,IDR,1,PENDAPATAN PAS-PASAN,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,2,0,0,1,1,1,1,1,1,997,0,1,0,998,3,1,0,0,0,0,997,0,,0,,1,1,0,0,0,0,4,4,4,3,3,3,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,119,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,145,,
11268,254,77,112,119,120,2019,9/13/2019,7:09,7:20,0:11,8,TIDAK MELAUT,,62,TIDAK ADA,998,0,998,BUTON,BUTON,2,996,993,998,993,998,993,1,998,994,5,2,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,1,PENDAPATAN TIDAK ADA,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,2,0,0,1,1,1,1,1,1,0,0,1,0,998,3,1,0,0,0,0,997,0,,0,,1,1,0,0,0,0,4,4,4,4,3,3,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,119,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,144,,
11269,254,89,115,117,120,2019,9/13/2019,8:38,9:10,0:32,8,PERAIRAN DARAWA,,37,SEKITAR DARAWA,998,0,998,BUTON,BUTON,2,4,993,3,993,998,993,5,1,3,5,4,2,7,998,998,240,1,ember,2,40000,IDR,360,1,ember,2,40000,IDR,4,KARENA HASIL RUMPUT LAUT MENINGKAT,,993,993,0,993,993,993,993,0,993,993,993,993,0,2,993,993,993,993,1,993,993,993,993,1,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,2,993,993,993,993,2,995,993,993,993,993,1,993,993,993,993,1,993,993,993,993,1,993,993,993,993,1,993,993,993,993,4,1,993,993,993,993,0,993,993,993,993,1,0,0,3,3,2,0,998,0,0,0,2,0,998,3,1,1,0,0,0,3,0,,0,,1,1,1,0,1,0,4,4,4,4,4,4,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,SUMBER MATA PENCAHARIAN NELAYALAN GURITA SANGAT MENURUN SEHINGGA MENJADI ATAU MERESAHKAN MASYARAKAT KARNA LOKASI PENANGKAPAN GURITA DI TUTUP,1,,TRUE,TRUE,117,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,139,,
11270,254,113,115,117,120,2019,9/13/2019,10:59,11:11,0:12,8,PEREAIRAN DARAWA,,47,SEKITARAN DARAWA,998,0,998,BUTON,BUTON,2,4,993,998,993,998,993,5,998,994,5,4,998,998,998,998,994,994,994,994,994,IDR,994,994,994,994,994,IDR,2,DARI HARGA RUMPUT LAUT MENURUN,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,3,993,993,993,993,3,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,0,993,993,993,993,2,0,0,3,3,2,0,998,0,0,0,2,0,998,3,997,997,0,0,0,3,0,,0,,1,1,0,0,0,0,4,4,3,4,4,4,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,117,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,141,,
11271,254,116,112,119,120,2019,9/13/2019,8:05,8:30,0:25,8,TIDAK MELAUT,,59,TIDAK ADA,998,0,998,BUTON,BUTON,2,996,993,998,993,998,993,5,998,994,5,2,998,998,998,998,994,994,994,994,994,IDR,994,994,994,994,994,IDR,5,HASIL PANEN RUMPUT LAUT MENINGKAT,,993,993,0,993,993,993,993,0,993,993,993,993,0,3,993,993,993,993,1,993,993,993,993,2,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,4,993,993,993,993,4,995,993,993,993,993,1,993,993,993,993,5,993,993,993,993,3,993,993,993,993,2,993,993,993,993,11,2,993,993,993,993,1,993,993,993,993,1,0,0,3,3,1,0,998,0,0,0,3,0,998,3,1,1,0,0,0,997,0,,0,,1,1,0,0,0,0,4,4,4,3,3,3,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,119,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,146,,
11272,254,145,112,119,120,2019,9/13/2019,9:20,9:50,0:30,8,TIDAK MELAUT,,45,PASAR LANGGEE,998,2,998,BUTON,BUTON,2,998,993,998,993,998,993,1,998,994,5,2,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,3,PENDAPATAN TETAP,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,2,993,993,993,993,2,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,0,993,993,993,993,2,0,0,3,3,1,0,998,0,0,0,3,0,998,3,1,0,0,0,0,4,0,,0,,1,1,0,0,0,0,4,4,4,3,3,3,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,119,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,148,,
